,1,2,3
9e32c731-682c-55dd-a3a7-2942225da56b,2870,3254,890
ae9567a8-91c3-53b7-8399-68b866e90931,3254,2870,98
90f1f5b4-4ca8-5768-b7a3-87558ca2ff90,3254,2870,98
441177b4-51ae-5ee6-a3ae-bd170dc63555,3254,2870,98
c2e5fe12-fddf-5890-8cd3-1594b3cdddfd,3254,827,3510
1f0bac5f-212e-5a2d-b2ec-d40899955970,3254,2870,98
bdbfeb08-ab30-5b4f-8c11-445c6778ad5e,3254,2870,98
aeb85e20-e03d-5673-a8f3-8d74912f08a5,3254,2870,98
ab7b4754-aff0-5acb-a31f-2dcf4b416641,3254,2870,827
434716d7-b329-592b-9bc2-8effd46dadbc,3254,2870,98
054e1744-a1dd-5cee-b8ba-f1453ca77849,3254,2870,98
17768943-ae87-5272-8fbb-49ad5c4400b7,3254,2870,98
e3dd24c5-a539-5874-a680-766504105c52,3254,2870,94
457de9cb-f4e9-564a-b253-b3c21d8a0f04,3254,2870,94
534fc4ce-4a9e-5a70-85db-64db89a21235,3254,2870,98
d8bcd65a-cd5a-5a05-afab-d125b3952d6d,3254,2870,98
67c2df96-f4cb-5676-a527-6384a7109daa,3254,2870,98
90c8d06b-f203-598b-9de6-ad26a7c18dee,3254,2870,153
a62c18c0-ce1b-53c2-a991-a3e44ca0cbba,3254,2870,98
fb40c6f7-0894-5ddd-936b-d2f6d75060f3,3254,2870,167
cb3fa852-8b9d-57c8-9ab1-781f1c91facb,3254,2870,98
490de88d-1ab1-57c9-abfe-2df722599479,3254,2870,153
596ab4d7-5430-5ee9-99aa-d13589b32078,3254,2870,827
43b4921b-b0d5-57a0-b02d-4c0b6df0392f,3254,2870,98
d49ef34e-3c54-5e71-a98e-b9bafc6e83ca,3254,2870,98
c26f446e-501e-574e-8ebe-3930931e23e5,3254,2870,94
01651896-3b91-5449-a9c3-df9e02f37e12,3254,2870,98
07b78c4c-e4e5-57b7-9a3c-94b49da1dcd8,3254,2870,98
6ff67a88-6690-56c5-8b6a-8873db8ad184,3254,2870,94
2446ed6d-f25c-580d-beff-f5a14009324c,3254,2870,153
9ba32787-acb9-50d2-afcd-5bb1c28da718,3254,2870,98
baef3891-ca95-5baa-8583-d453a948dfc6,3254,2870,98
93702965-af5b-5f69-8e01-bbcb03c1213d,3254,2870,98
bad038a2-c20a-5a67-9861-1e680c68085d,3254,2870,98
a3740248-5fb1-5697-bd33-36ba1fd277f8,3254,2870,151
b40b319a-5e3a-5171-8524-91e481ea012b,2969,3254,153
afbe9f28-d262-585c-a5eb-db90f8cc08e8,3254,2870,98
bd05a702-2466-5190-98d1-4eab71366a28,2870,3254,2062
a359c528-29fa-5b06-b74d-562bed2dc179,3254,2870,153
21d362e3-e00a-54b0-bb26-ba6595eca831,3254,2870,98
ba750bc8-518c-5100-ad66-2c3c18c8bb8c,3254,2870,98
166834bb-c142-50be-b87a-a6c4f5b64c76,3254,2870,98
25f511b6-c2a0-54b3-ab35-c0664e482ec1,3254,2870,94
19d668e2-46fc-510f-8e32-7ca5759c6239,3254,2870,98
0d3a45bc-fceb-5097-a569-a54c6412768b,3254,2870,890
d8332c7c-6dbc-5f38-bfb9-f3f0c451ffda,3254,2870,98
fa227ae7-0362-55b9-99ff-228a82989f12,3254,2870,98
36bcee47-6200-5695-ba57-22b6706505a2,3254,2870,98
ed8cf9e6-761e-560e-9276-8b5848d32eba,3254,131,278
2819b6e5-a107-50a2-8187-dc330def40d9,3254,2870,98
7fe46a83-9490-5215-8d9e-04e8861a6242,3254,2870,94
7bf0223e-946f-5b47-89cd-75fa5f7cb26b,3254,2870,98
3423e96e-6f50-5fcb-8f29-31a008af4080,3254,175,171
5ff167c2-23a9-5335-9e78-b25c5e61662a,3254,2870,98
52e4305d-44af-5496-a1af-ee400cb33dee,3254,2870,98
8bee893b-b241-552d-b487-73d3060c2d04,3254,2870,98
af951841-e36f-5d8d-af3b-fc23252182f7,3254,2870,98
36313d4b-6793-51e8-b52e-b443474b8c7e,3254,2870,98
ad0d8652-13a9-5b2e-bbc8-440ef97fea5b,3254,2870,98
86628847-2ee8-5bbf-a533-fc3d8b238c15,3254,2870,890
8dd3f80b-c0e1-5283-8fd8-8955273f867d,3254,2870,94
d9f93fb0-c7aa-5e63-9a3e-194a4b570d69,3254,2870,98
4f70227e-d346-57c1-9117-7931440c0aa6,3254,2870,98
ade04a7a-ba4c-5b90-ae81-ef937a20a5e6,3254,2870,98
6ec5aeac-e8b4-5dea-a4a9-107a87fb9939,3254,2870,153
5c91c30e-e977-50e0-8231-8642933a0626,3254,2870,98
14a4bd0d-b896-573c-b70f-cf7386817046,3254,2870,98
69e317d2-e315-5834-8214-68fc2d446ce8,3254,2870,98
9af54e0f-b001-5d9d-a35b-67a481dee734,3254,2870,98
44eb819d-151b-5626-b190-3ac11e56e4fb,3254,2870,153
3a79e8d9-1b24-503a-8263-5a979d19d72b,3254,2870,98
455c1cd3-be06-5168-9b27-4b680907570c,2870,167,3510
2b9474b8-768c-5e6b-b0d6-d8b2e5ca5c1f,3254,2870,94
74eeeaf1-f7df-59fc-899c-770e0442a826,3254,2870,98
77f8dced-87b5-538a-8476-c4dcc59765c9,3254,2870,98
7093cc08-2a8e-5bd9-8d9d-f600398b5bbd,3254,2870,98
8209117e-6fc4-5bd6-8091-f7cb31c93e59,3254,2870,94
9c81551e-a308-5831-8714-70dc88289c0d,3254,2870,94
709bc10d-2ae8-5689-8c55-e609f67a9708,3254,2870,98
03183c9c-10f9-583d-acb8-35f6059c4e72,3254,2870,153
