,1,2,3
822,827,3475,3253
823,827,3475,109
824,3025,2752,2315
825,3483,1797,3253
826,3025,2752,2315
827,1797,109,3483
828,827,3475,3253
829,3483,1797,3253
830,3483,1797,3168
831,3025,2752,3472
832,1797,3483,109
833,3472,3025,827
834,3025,2752,2315
835,827,3475,3483
836,1797,109,3486
837,827,109,3475
838,3025,2752,2315
839,827,3475,3472
840,3025,2752,2315
841,3483,3253,1797
842,109,827,1797
843,827,3475,1435
844,827,3475,3253
845,3483,3253,827
846,3472,1435,3025
847,827,3475,3483
848,3025,109,2752
849,827,3475,3472
850,1797,3483,3484
851,827,3475,1435
852,109,1797,2752
853,3483,3253,1797
854,827,109,3475
855,827,3475,1435
856,3472,827,3475
857,827,3475,3472
858,3472,3025,1435
859,3483,3253,3168
860,827,3475,3253
861,3025,2752,2315
862,827,3475,109
863,3483,3253,827
864,1797,109,2752
865,3472,1435,3025
866,827,3475,3253
867,3472,827,3475
868,3483,827,3253
869,3472,1435,3475
870,1797,181,3486
871,3025,2752,2315
872,827,3475,3253
873,1797,3483,109
874,827,3475,3472
875,3483,827,3253
876,1797,181,2752
877,3483,3253,827
878,3483,3253,1797
879,827,3475,3472
880,3025,2752,2315
881,1797,109,3486
882,3472,1435,827
883,3483,827,3253
884,3483,827,3253
885,827,109,1797
886,1797,109,2752
887,1797,109,827
888,3472,1435,827
889,3483,827,1797
890,827,3475,3483
891,827,3483,3253
892,109,3025,2752
893,3025,2315,2752
894,827,3475,3483
895,3483,3253,827
896,827,3475,1435
897,3025,2752,181
898,3483,3253,3168
899,1797,3486,181
900,1797,109,2752
901,3025,2315,2752
902,1797,109,3486
903,3472,3025,1435
904,827,3483,3475
905,3483,3253,827
906,3025,2752,3472
907,827,3483,3475
908,3472,3025,1435
909,827,3475,3472
910,3483,3253,827
911,109,3025,827
912,3472,3025,827
913,3025,109,2752
914,827,3475,3483
915,3025,3472,2752
916,2752,3025,109
917,3483,1797,3253
918,2752,1797,109
919,3483,1797,3253
920,3025,2752,2315
921,1435,3472,3475
922,827,3475,109
923,827,3475,1400
924,3483,1797,3168
925,3483,1797,3168
926,827,3475,3483
927,2752,3025,109
928,827,3475,1435
929,3025,3472,109
930,3472,827,3475
931,827,3475,3253
932,181,3025,2752
933,827,3475,1435
934,1797,181,3486
935,827,3475,3253
936,3483,1797,3168
937,3472,3025,1435
938,3025,2752,2315
939,827,3475,109
940,1797,109,3486
941,1797,3483,3168
942,1435,3475,827
943,1797,3486,109
944,3483,3253,827
945,3025,2752,2315
946,1797,3483,3486
947,3483,1797,3253
948,827,3475,3253
949,1797,109,827
950,827,3475,3472
951,3483,827,3253
952,827,1797,3475
953,3025,3472,2752
954,1797,3483,3484
955,109,3025,2752
956,109,1797,2752
957,3483,3253,827
958,3483,1797,3253
959,1797,3483,109
960,1797,109,827
961,3472,1435,3025
962,3472,1435,827
963,3025,2752,109
964,1797,3483,109
965,1797,2752,109
966,827,3472,3475
967,1797,109,827
968,3483,3253,827
969,3483,3253,1797
970,827,3483,3475
971,3025,2752,2315
972,3472,1435,827
973,3483,827,3253
974,3483,3253,827
975,3483,3253,827
976,827,3475,3483
977,827,3475,3483
978,1797,109,2752
979,3483,3253,1797
980,3483,1797,3253
981,827,3475,3472
982,3025,109,2752
983,3472,1435,3475
984,3483,827,3253
985,827,3475,1435
986,827,3483,3475
987,3483,1797,3253
988,3025,2315,2752
989,3025,2752,2315
990,3475,827,1435
991,3483,3253,827
992,3025,2752,2315
993,3025,2752,109
994,1797,3486,181
995,1797,109,2752
996,109,2752,1797
997,2752,109,3025
998,827,3475,1435
999,827,3475,3472
1000,3483,3253,827
1001,1797,827,3483
1002,1797,109,181
1003,827,3475,109
1004,3472,3025,523
1005,3025,2752,2315
1006,3483,827,3253
1007,3025,2752,109
1008,3025,2752,2315
1009,3475,827,3253
1010,3483,1797,827
1011,827,3472,3475
1012,3472,1435,3025
1013,3483,1797,3168
1014,827,3483,3475
1015,1797,109,827
1016,827,3475,3472
1017,3025,109,2752
1018,109,3025,2752
1019,1797,109,2752
1020,827,3475,1435
1021,827,109,3475
1022,3472,3025,827
1023,2752,181,3025
1024,3025,2752,2315
1025,2752,3025,109
1026,109,2752,3025
1027,827,3475,3472
1028,3483,3253,1797
1029,109,3025,2752
1030,1797,109,3486
1031,3472,1435,3025
1032,827,3475,3253
1033,3025,2752,2315
1034,1797,109,2752
1035,1797,3483,3168
1036,3483,3253,1797
1037,3025,2752,2315
1038,3483,3253,827
1039,3472,3025,1435
1040,3472,3025,827
1041,827,3475,3472
1042,3483,3168,1797
1043,827,3475,3483
1044,3025,2752,109
1045,3472,3025,523
1046,3483,827,3253
1047,827,3483,3475
1048,827,3475,3253
1049,1797,109,3486
1050,3472,827,3475
1051,3483,1797,3168
1052,3483,3253,827
1053,3475,827,1435
1054,1797,3483,3168
1055,3472,827,3475
1056,827,3475,1435
1057,3472,1435,3475
1058,3472,1435,3475
1059,1797,3483,109
1060,3483,3253,827
1061,3025,2752,2315
1062,3472,3025,523
1063,109,2752,3025
1064,3483,3253,827
1065,827,3475,3253
1066,1797,109,827
1067,3025,2752,2315
1068,827,3475,3472
1069,827,3475,3253
1070,3483,827,1797
1071,827,3475,671
1072,3472,827,3475
1073,827,3483,3475
1074,3025,2752,2315
1075,1797,109,2752
1076,827,109,3025
1077,3472,3025,827
1078,1797,109,3486
1079,1797,827,109
1080,1797,109,2752
1081,1797,3483,827
1082,1797,3483,109
1083,1797,109,2752
1084,827,3475,1435
1085,827,3483,3475
1086,109,3025,2752
1087,827,109,3475
1088,3025,3472,2752
1089,827,3475,3483
1090,3025,3472,2752
1091,3483,827,3253
1092,827,3475,3472
1093,3483,3253,827
1094,3025,2752,2315
1095,3483,827,3253
1096,1797,3483,109
1097,3475,827,1435
1098,3483,3253,3168
1099,1797,109,3486
1100,1797,109,2752
1101,3483,3253,827
1102,3483,3253,827
1103,3025,2752,2315
1104,3025,2752,2315
1105,3025,3472,2752
1106,827,3483,3475
1107,3483,3253,827
1108,3483,3253,827
1109,3483,3253,827
1110,1797,181,2752
1111,2752,3025,109
1112,3483,1797,3253
1113,827,3475,3483
1114,827,3475,3483
1115,1797,109,827
1116,1797,109,827
1117,3253,827,3475
1118,827,3475,1400
1119,3025,2752,2315
1120,1797,3483,109
1121,3472,1435,3025
1122,3475,827,1435
1123,3483,827,3253
1124,827,3475,1400
1125,1797,3486,109
1126,1797,109,3486
1127,3475,827,1435
1128,3483,3253,827
1129,2752,3025,2315
1130,827,3475,1435
1131,3472,3025,1435
1132,3483,3253,827
1133,3025,109,2752
1134,3483,3253,827
1135,827,3472,3475
1136,3472,3025,1435
1137,3025,3472,2752
1138,3483,3253,827
1139,3025,2752,109
1140,109,827,3025
1141,3025,2752,2315
1142,3483,3253,827
1143,181,2752,2315
1144,3025,3472,2752
1145,1797,109,3486
1146,827,3475,3483
1147,3483,1797,3168
1148,1797,3483,3486
1149,1797,827,109
1150,1797,827,109
1151,827,3475,1400
1152,109,3025,2752
1153,3472,1435,3025
1154,827,3475,3253
1155,2752,3025,2315
1156,3472,827,3475
1157,827,1797,3475
1158,3483,3253,827
1159,109,3025,2752
1160,1797,109,3486
1161,3025,2752,2315
1162,3472,3025,1435
1163,827,3475,1400
1164,3483,3253,3168
1165,827,3475,1400
1166,3483,3253,3168
1167,3483,1797,3168
1168,181,1797,2752
1169,3472,1435,827
1170,827,3483,3475
1171,3483,1797,3253
1172,3483,1797,3253
1173,3483,827,3253
1174,827,109,3475
1175,3472,1435,3475
1176,827,3475,3253
1177,3025,2752,2315
1178,827,3475,3253
1179,827,3475,3253
1180,3483,827,3253
1181,1797,109,2752
1182,3472,1435,827
1183,3025,2752,2315
1184,1797,3483,3484
1185,3483,1797,3168
1186,827,3475,109
1187,3025,2752,2315
1188,2752,109,3025
1189,827,3475,1797
1190,827,109,3475
1191,3483,3253,1797
1192,3025,2752,109
1193,827,3475,1435
1194,3025,2752,2315
1195,3472,1435,827
1196,3472,1435,3475
1197,2752,3025,2315
1198,3025,2752,2315
1199,1435,3472,3475
1200,3483,1797,3253
1201,109,1797,827
1202,3483,3253,827
1203,1797,109,3486
1204,827,3475,1400
1205,827,3483,3475
1206,3025,3472,2752
1207,827,3475,3253
1208,1797,109,3483
1209,3472,3025,1435
1210,3483,3253,827
1211,827,3475,3253
1212,1797,109,2752
1213,3483,827,3253
1214,3483,3253,827
1215,3472,1435,3475
1216,3025,2752,2315
1217,109,1797,2752
1218,827,3475,1400
1219,3483,3253,827
1220,3483,827,3253
1221,3025,3472,2752
1222,3025,2752,3472
1223,827,3475,3253
1224,3472,3025,1435
1225,827,3475,3253
1226,3025,2752,181
1227,1797,827,3483
1228,3472,3025,1435
1229,3025,109,2752
1230,3483,3253,827
1231,3472,1435,3475
1232,3025,2752,2315
1233,1797,181,2752
1234,3483,3253,3168
1235,827,3475,109
1236,827,3475,3253
1237,3483,3253,827
1238,1797,181,3486
1239,827,3475,1435
1240,827,3475,3483
1241,3483,3253,827
1242,3025,3472,2752
1243,3472,1435,827
1244,827,3475,3253
1245,3475,1435,827
1246,3025,2315,2752
1247,827,3475,3253
1248,3025,109,2752
1249,1797,109,827
1250,2752,3025,109
1251,827,3475,3253
1252,3483,3253,1797
1253,3472,1435,827
1254,3025,2752,2315
1255,3025,2752,2315
1256,827,3475,3483
1257,3483,827,3253
1258,3025,181,2752
1259,1797,109,2752
1260,827,3472,3475
1261,1797,109,3486
1262,3483,827,3253
1263,3483,3253,827
1264,3472,3025,2752
1265,827,3475,3483
1266,3025,3472,2752
1267,1797,3483,109
1268,827,3483,3475
1269,1797,3483,3486
1270,3472,1435,827
1271,3483,3253,827
1272,1797,109,2752
1273,3472,1435,827
1274,3483,3253,827
1275,3483,3253,3168
1276,827,109,3025
