u_id,i_id,rating,timestamp
374,75,2,20/09/1997 6:11
374,2813,2,20/09/1997 6:11
381,91,1,20/09/1997 6:11
383,94,2,20/09/1997 6:11
383,75,2,20/09/1997 6:11
383,151,1,20/09/1997 6:11
385,75,2,20/09/1997 6:11
387,115,1,20/09/1997 6:11
388,115,1,20/09/1997 6:11
389,3168,1,20/09/1997 6:11
390,151,1,20/09/1997 6:11
390,3470,1,20/09/1997 6:11
390,3168,1,20/09/1997 6:11
391,115,1,20/09/1997 6:11
392,847,2,20/09/1997 6:11
393,3029,2,20/09/1997 6:11
394,1039,1,20/09/1997 6:11
400,3168,1,20/09/1997 6:11
403,2062,1,20/09/1997 6:11
405,75,2,20/09/1997 6:11
408,94,2,20/09/1997 6:11
409,3275,1,20/09/1997 6:11
414,106,1,20/09/1997 6:11
417,94,2,20/09/1997 6:11
420,83,1,20/09/1997 6:11
422,94,2,20/09/1997 6:11
426,75,2,20/09/1997 6:11
426,1025,2,20/09/1997 6:11
427,173,1,20/09/1997 6:11
428,94,1,20/09/1997 6:11
429,172,1,20/09/1997 6:11
430,2438,1,20/09/1997 6:11
432,97,1,20/09/1997 6:11
433,167,1,20/09/1997 6:11
434,91,1,20/09/1997 6:11
434,114,1,20/09/1997 6:11
434,97,1,20/09/1997 6:11
434,94,2,20/09/1997 6:11
434,75,2,20/09/1997 6:11
434,1025,1,20/09/1997 6:11
434,151,2,20/09/1997 6:11
434,167,1,20/09/1997 6:11
434,3482,1,20/09/1997 6:11
434,115,2,20/09/1997 6:11
434,153,2,20/09/1997 6:11
434,2992,1,20/09/1997 6:11
434,98,1,20/09/1997 6:11
434,83,1,20/09/1997 6:11
434,173,1,20/09/1997 6:11
434,172,1,20/09/1997 6:11
434,3470,1,20/09/1997 6:11
434,106,1,20/09/1997 6:11
434,3275,1,20/09/1997 6:11
434,3481,1,20/09/1997 6:11
434,847,2,20/09/1997 6:11
434,2813,1,20/09/1997 6:11
434,388,1,20/09/1997 6:11
434,2969,1,20/09/1997 6:11
434,145,1,20/09/1997 6:11
434,85,1,20/09/1997 6:11
434,671,1,20/09/1997 6:11
434,109,1,20/09/1997 6:11
434,100,1,20/09/1997 6:11
434,175,1,20/09/1997 6:11
434,82,1,20/09/1997 6:11
434,230,1,20/09/1997 6:11
434,3025,1,20/09/1997 6:11
434,439,1,20/09/1997 6:11
434,1435,1,20/09/1997 6:11
434,851,1,20/09/1997 6:11
434,164,1,20/09/1997 6:11
434,92,2,20/09/1997 6:11
434,3063,2,20/09/1997 6:11
437,75,1,20/09/1997 6:11
439,114,2,20/09/1997 6:11
441,164,2,20/09/1997 6:11
442,97,2,20/09/1997 6:11
443,1025,1,20/09/1997 6:11
450,94,2,20/09/1997 6:11
451,2062,1,20/09/1997 6:11
453,91,1,20/09/1997 6:11
453,75,2,20/09/1997 6:11
453,2992,1,20/09/1997 6:11
457,98,2,20/09/1997 6:11
462,94,2,20/09/1997 6:11
467,171,1,20/09/1997 6:11
469,3275,1,20/09/1997 6:11
471,115,1,20/09/1997 6:11
474,91,2,20/09/1997 6:11
474,94,1,20/09/1997 6:11
474,75,1,20/09/1997 6:11
474,167,1,20/09/1997 6:11
474,115,1,20/09/1997 6:11
474,153,2,20/09/1997 6:11
474,2992,2,20/09/1997 6:11
474,98,2,20/09/1997 6:11
474,83,1,20/09/1997 6:11
474,173,1,20/09/1997 6:11
474,3275,1,20/09/1997 6:11
474,2969,2,20/09/1997 6:11
474,2794,2,20/09/1997 6:11
483,115,1,20/09/1997 6:11
483,107,1,20/09/1997 6:11
488,175,2,20/09/1997 6:11
491,75,2,20/09/1997 6:11
492,97,1,20/09/1997 6:11
494,205,1,20/09/1997 6:11
497,151,1,20/09/1997 6:11
499,75,1,20/09/1997 6:11
502,107,1,20/09/1997 6:11
504,159,2,20/09/1997 6:11
505,205,1,20/09/1997 6:11
506,847,1,20/09/1997 6:11
507,97,1,20/09/1997 6:11
508,1025,1,20/09/1997 6:11
508,167,1,20/09/1997 6:11
508,98,1,20/09/1997 6:11
508,2315,1,20/09/1997 6:11
508,159,1,20/09/1997 6:11
508,145,1,20/09/1997 6:11
508,85,1,20/09/1997 6:11
508,3484,1,20/09/1997 6:11
508,3054,1,20/09/1997 6:11
514,97,2,20/09/1997 6:11
518,3171,1,20/09/1997 6:11
518,97,1,20/09/1997 6:11
518,1025,1,20/09/1997 6:11
518,151,1,20/09/1997 6:11
518,3168,1,20/09/1997 6:11
520,90,1,20/09/1997 6:11
520,3486,1,20/09/1997 6:11
523,107,1,20/09/1997 6:11
524,94,1,20/09/1997 6:11
524,98,1,20/09/1997 6:11
524,3275,1,20/09/1997 6:11
531,151,1,20/09/1997 6:11
532,98,2,20/09/1997 6:11
543,172,1,20/09/1997 6:11
549,3171,1,20/09/1997 6:11
550,97,1,20/09/1997 6:11
551,723,1,20/09/1997 6:11
552,3485,1,20/09/1997 6:11
555,97,2,20/09/1997 6:11
556,3483,1,20/09/1997 6:11
557,94,1,20/09/1997 6:11
561,107,1,20/09/1997 6:11
567,3171,1,20/09/1997 6:11
567,75,2,20/09/1997 6:11
567,1025,1,20/09/1997 6:11
572,91,2,20/09/1997 6:11
572,75,2,20/09/1997 6:11
572,98,2,20/09/1997 6:11
575,723,1,20/09/1997 6:11
577,91,1,20/09/1997 6:11
577,75,2,20/09/1997 6:11
577,1025,1,20/09/1997 6:11
577,106,1,20/09/1997 6:11
577,90,1,20/09/1997 6:11
577,1971,1,20/09/1997 6:11
577,175,2,20/09/1997 6:11
580,91,1,20/09/1997 6:11
580,723,1,20/09/1997 6:11
581,151,2,20/09/1997 6:11
590,115,1,20/09/1997 6:11
595,91,2,20/09/1997 6:11
598,106,1,20/09/1997 6:11
602,1025,1,20/09/1997 6:11
605,75,1,20/09/1997 6:11
605,151,1,20/09/1997 6:11
605,115,1,20/09/1997 6:11
605,98,1,20/09/1997 6:11
607,3168,1,20/09/1997 6:11
608,90,1,20/09/1997 6:11
611,474,1,20/09/1997 6:11
615,91,2,20/09/1997 6:11
615,114,1,20/09/1997 6:11
615,97,2,20/09/1997 6:11
615,94,2,20/09/1997 6:11
615,75,2,20/09/1997 6:11
615,1025,2,20/09/1997 6:11
615,151,1,20/09/1997 6:11
615,167,2,20/09/1997 6:11
615,115,2,20/09/1997 6:11
615,3485,1,20/09/1997 6:11
615,153,2,20/09/1997 6:11
615,2992,2,20/09/1997 6:11
615,98,2,20/09/1997 6:11
615,83,1,20/09/1997 6:11
615,173,2,20/09/1997 6:11
615,3470,2,20/09/1997 6:11
615,106,2,20/09/1997 6:11
615,171,2,20/09/1997 6:11
615,3481,1,20/09/1997 6:11
615,847,2,20/09/1997 6:11
615,3483,1,20/09/1997 6:11
615,2969,2,20/09/1997 6:11
615,3514,2,20/09/1997 6:11
615,3471,2,20/09/1997 6:11
615,2062,1,20/09/1997 6:11
615,3486,2,20/09/1997 6:11
615,3484,2,20/09/1997 6:11
615,175,1,20/09/1997 6:11
615,2978,2,20/09/1997 6:11
615,890,2,20/09/1997 6:11
615,2794,2,20/09/1997 6:11
615,3063,2,20/09/1997 6:11
615,3165,2,20/09/1997 6:11
615,3057,2,20/09/1997 6:11
615,2870,2,20/09/1997 6:11
615,3510,2,20/09/1997 6:11
615,3472,2,20/09/1997 6:11
616,151,1,20/09/1997 6:11
618,91,1,20/09/1997 6:11
622,97,2,20/09/1997 6:11
623,91,2,20/09/1997 6:11
623,114,2,20/09/1997 6:11
623,97,1,20/09/1997 6:11
623,94,2,20/09/1997 6:11
623,75,1,20/09/1997 6:11
623,1025,1,20/09/1997 6:11
623,115,1,20/09/1997 6:11
623,98,1,20/09/1997 6:11
623,106,2,20/09/1997 6:11
623,2813,1,20/09/1997 6:11
623,827,2,20/09/1997 6:11
623,1811,1,20/09/1997 6:11
623,112,1,20/09/1997 6:11
624,75,2,20/09/1997 6:11
627,94,1,20/09/1997 6:11
627,75,1,20/09/1997 6:11
627,115,1,20/09/1997 6:11
627,106,1,20/09/1997 6:11
627,2062,1,20/09/1997 6:11
633,75,1,20/09/1997 6:11
636,91,1,20/09/1997 6:11
640,3470,1,20/09/1997 6:11
640,106,1,20/09/1997 6:11
642,94,1,20/09/1997 6:11
642,115,1,20/09/1997 6:11
646,2992,1,20/09/1997 6:11
646,847,1,20/09/1997 6:11
646,2813,1,20/09/1997 6:11
647,172,1,20/09/1997 6:11
648,172,1,20/09/1997 6:11
651,97,2,20/09/1997 6:11
651,75,2,20/09/1997 6:11
651,151,2,20/09/1997 6:11
651,825,2,20/09/1997 6:11
652,151,2,20/09/1997 6:11
653,107,1,20/09/1997 6:11
653,439,1,20/09/1997 6:11
654,97,1,20/09/1997 6:11
655,3275,1,20/09/1997 6:11
655,3168,1,20/09/1997 6:11
655,95,1,20/09/1997 6:11
656,97,2,20/09/1997 6:11
656,151,1,20/09/1997 6:11
656,98,2,20/09/1997 6:11
656,172,1,20/09/1997 6:11
656,3275,1,20/09/1997 6:11
656,847,1,20/09/1997 6:11
656,3168,1,20/09/1997 6:11
656,1306,1,20/09/1997 6:11
657,94,1,20/09/1997 6:11
658,85,1,20/09/1997 6:11
660,115,1,20/09/1997 6:11
662,151,1,20/09/1997 6:11
662,890,2,20/09/1997 6:11
663,3514,1,20/09/1997 6:11
667,1401,1,20/09/1997 6:11
672,114,2,20/09/1997 6:11
674,94,2,20/09/1997 6:11
674,75,1,20/09/1997 6:11
675,3275,2,20/09/1997 6:11
677,151,1,20/09/1997 6:11
678,115,1,20/09/1997 6:11
679,2813,1,20/09/1997 6:11
683,75,2,20/09/1997 6:11
683,151,2,20/09/1997 6:11
690,115,2,20/09/1997 6:11
691,107,1,20/09/1997 6:11
692,91,1,20/09/1997 6:11
692,115,1,20/09/1997 6:11
692,172,1,20/09/1997 6:11
692,106,1,20/09/1997 6:11
692,171,1,20/09/1997 6:11
692,1400,1,20/09/1997 6:11
693,97,1,20/09/1997 6:11
695,172,1,20/09/1997 6:11
696,98,2,20/09/1997 6:11
698,1025,2,20/09/1997 6:11
704,75,2,20/09/1997 6:11
707,3275,1,20/09/1997 6:11
709,94,1,20/09/1997 6:11
719,106,2,20/09/1997 6:11
721,115,2,20/09/1997 6:11
722,1025,1,20/09/1997 6:11
724,94,1,20/09/1997 6:11
728,3470,1,20/09/1997 6:11
729,3171,1,20/09/1997 6:11
731,3470,1,20/09/1997 6:11
731,106,1,20/09/1997 6:11
731,723,1,20/09/1997 6:11
732,75,1,20/09/1997 6:11
736,83,1,20/09/1997 6:11
739,94,1,20/09/1997 6:11
739,115,1,20/09/1997 6:11
739,3481,1,20/09/1997 6:11
751,97,1,20/09/1997 6:11
751,90,1,20/09/1997 6:11
752,94,1,20/09/1997 6:11
755,3275,1,20/09/1997 6:11
756,1025,2,20/09/1997 6:11
758,2992,2,20/09/1997 6:11
759,3275,1,20/09/1997 6:11
762,172,1,20/09/1997 6:11
763,106,1,20/09/1997 6:11
763,171,1,20/09/1997 6:11
763,1306,1,20/09/1997 6:11
768,2870,2,20/09/1997 6:11
769,97,1,20/09/1997 6:11
769,1306,1,20/09/1997 6:11
769,723,1,20/09/1997 6:11
769,734,1,20/09/1997 6:11
771,94,2,20/09/1997 6:11
771,75,2,20/09/1997 6:11
771,1025,2,20/09/1997 6:11
771,98,2,20/09/1997 6:11
772,85,2,20/09/1997 6:11
772,82,2,20/09/1997 6:11
773,75,2,20/09/1997 6:11
774,94,2,20/09/1997 6:11
779,97,1,20/09/1997 6:11
779,106,1,20/09/1997 6:11
779,90,1,20/09/1997 6:11
780,115,2,20/09/1997 6:11
784,94,2,20/09/1997 6:11
784,92,2,20/09/1997 6:11
785,94,2,20/09/1997 6:11
786,75,1,20/09/1997 6:11
789,94,1,20/09/1997 6:11
790,94,2,20/09/1997 6:11
790,167,2,20/09/1997 6:11
790,98,2,20/09/1997 6:11
790,83,1,20/09/1997 6:11
794,3171,1,20/09/1997 6:11
794,172,1,20/09/1997 6:11
794,3484,1,20/09/1997 6:11
797,3485,2,20/09/1997 6:11
797,3481,1,20/09/1997 6:11
797,3514,1,20/09/1997 6:11
798,91,2,20/09/1997 6:11
803,115,1,20/09/1997 6:11
809,2315,1,20/09/1997 6:11
811,3482,1,20/09/1997 6:11
811,3485,1,20/09/1997 6:11
811,3275,1,20/09/1997 6:11
817,172,1,20/09/1997 6:11
818,175,1,20/09/1997 6:11
819,75,1,20/09/1997 6:11
819,151,1,20/09/1997 6:11
819,172,1,20/09/1997 6:11
819,107,1,20/09/1997 6:11
821,106,2,20/09/1997 6:11
823,75,2,20/09/1997 6:11
823,131,2,20/09/1997 6:11
824,97,1,20/09/1997 6:11
824,94,1,20/09/1997 6:11
825,94,1,20/09/1997 6:11
828,75,1,20/09/1997 6:11
830,2978,1,20/09/1997 6:11
831,734,1,20/09/1997 6:11
834,91,1,20/09/1997 6:11
834,114,1,20/09/1997 6:11
834,97,2,20/09/1997 6:11
834,94,2,20/09/1997 6:11
834,75,2,20/09/1997 6:11
834,151,2,20/09/1997 6:11
834,167,2,20/09/1997 6:11
834,115,2,20/09/1997 6:11
834,153,2,20/09/1997 6:11
834,98,2,20/09/1997 6:11
834,83,2,20/09/1997 6:11
834,172,2,20/09/1997 6:11
834,106,2,20/09/1997 6:11
834,171,1,20/09/1997 6:11
834,2813,2,20/09/1997 6:11
834,159,2,20/09/1997 6:11
834,1306,2,20/09/1997 6:11
834,2969,1,20/09/1997 6:11
834,84,2,20/09/1997 6:11
834,205,2,20/09/1997 6:11
834,82,1,20/09/1997 6:11
834,1402,1,20/09/1997 6:11
834,92,2,20/09/1997 6:11
834,119,2,20/09/1997 6:11
834,2794,2,20/09/1997 6:11
835,3275,1,20/09/1997 6:11
839,671,1,20/09/1997 6:11
841,3275,1,20/09/1997 6:11
842,3482,1,20/09/1997 6:11
850,3481,1,20/09/1997 6:11
851,2969,1,20/09/1997 6:11
854,2813,1,20/09/1997 6:11
860,83,1,20/09/1997 6:11
861,83,1,20/09/1997 6:11
862,3481,1,20/09/1997 6:11
868,3275,1,20/09/1997 6:11
870,97,2,20/09/1997 6:11
878,151,1,20/09/1997 6:11
879,3171,1,20/09/1997 6:11
883,172,1,20/09/1997 6:11
885,847,1,20/09/1997 6:11
886,151,1,20/09/1997 6:11
887,3168,1,20/09/1997 6:11
887,85,2,20/09/1997 6:11
891,151,1,20/09/1997 6:11
891,159,1,20/09/1997 6:11
891,82,1,20/09/1997 6:11
892,91,1,20/09/1997 6:11
892,75,2,20/09/1997 6:11
892,115,1,20/09/1997 6:11
892,2992,1,20/09/1997 6:11
897,94,1,20/09/1997 6:11
897,3275,1,20/09/1997 6:11
898,75,2,20/09/1997 6:11
901,173,2,20/09/1997 6:11
904,734,1,20/09/1997 6:11
907,106,2,20/09/1997 6:11
909,94,1,20/09/1997 6:11
910,94,1,20/09/1997 6:11
910,3482,1,20/09/1997 6:11
911,97,1,20/09/1997 6:11
912,151,1,20/09/1997 6:11
917,3275,1,20/09/1997 6:11
919,75,1,20/09/1997 6:11
920,2969,1,20/09/1997 6:11
922,3275,1,20/09/1997 6:11
923,91,1,20/09/1997 6:11
923,172,1,20/09/1997 6:11
925,114,1,20/09/1997 6:11
925,172,1,20/09/1997 6:11
925,106,1,20/09/1997 6:11
925,723,1,20/09/1997 6:11
925,734,1,20/09/1997 6:11
925,85,1,20/09/1997 6:11
930,2752,1,20/09/1997 6:11
932,723,1,20/09/1997 6:11
934,91,1,20/09/1997 6:11
934,97,1,20/09/1997 6:11
934,94,2,20/09/1997 6:11
934,75,1,20/09/1997 6:11
934,151,1,20/09/1997 6:11
934,167,1,20/09/1997 6:11
934,153,1,20/09/1997 6:11
934,83,1,20/09/1997 6:11
934,173,1,20/09/1997 6:11
934,2315,1,20/09/1997 6:11
934,106,1,20/09/1997 6:11
934,90,1,20/09/1997 6:11
934,159,1,20/09/1997 6:11
934,107,1,20/09/1997 6:11
934,1306,1,20/09/1997 6:11
934,145,1,20/09/1997 6:11
934,723,1,20/09/1997 6:11
934,84,1,20/09/1997 6:11
934,87,1,20/09/1997 6:11
934,671,1,20/09/1997 6:11
934,109,1,20/09/1997 6:11
934,82,1,20/09/1997 6:11
934,474,1,20/09/1997 6:11
934,95,1,20/09/1997 6:11
936,91,1,20/09/1997 6:11
936,97,2,20/09/1997 6:11
936,94,2,20/09/1997 6:11
936,75,2,20/09/1997 6:11
936,1025,2,20/09/1997 6:11
936,151,2,20/09/1997 6:11
936,167,2,20/09/1997 6:11
936,115,2,20/09/1997 6:11
936,106,2,20/09/1997 6:11
936,3275,1,20/09/1997 6:11
936,2813,1,20/09/1997 6:11
936,2969,1,20/09/1997 6:11
936,84,2,20/09/1997 6:11
936,205,2,20/09/1997 6:11
936,85,2,20/09/1997 6:11
936,87,2,20/09/1997 6:11
936,119,2,20/09/1997 6:11
936,2794,2,20/09/1997 6:11
936,2339,2,20/09/1997 6:11
938,115,1,20/09/1997 6:11
941,94,1,20/09/1997 6:11
942,75,2,20/09/1997 6:11
942,151,1,20/09/1997 6:11
942,2992,1,20/09/1997 6:11
942,847,1,20/09/1997 6:11
946,94,1,20/09/1997 6:11
946,3481,1,20/09/1997 6:11
947,2062,1,20/09/1997 6:11
948,91,1,20/09/1997 6:11
948,3171,1,20/09/1997 6:11
948,94,1,20/09/1997 6:11
948,115,1,20/09/1997 6:11
948,172,1,20/09/1997 6:11
948,3470,1,20/09/1997 6:11
948,106,1,20/09/1997 6:11
948,723,1,20/09/1997 6:11
948,734,1,20/09/1997 6:11
950,734,1,20/09/1997 6:11
951,3171,1,20/09/1997 6:11
951,115,1,20/09/1997 6:11
951,85,1,20/09/1997 6:11
953,94,1,20/09/1997 6:11
953,115,1,20/09/1997 6:11
953,106,1,20/09/1997 6:11
953,734,1,20/09/1997 6:11
953,217,1,20/09/1997 6:11
954,91,1,20/09/1997 6:11
954,734,1,20/09/1997 6:11
955,106,2,20/09/1997 6:11
955,3168,1,20/09/1997 6:11
957,115,1,20/09/1997 6:11
964,85,1,20/09/1997 6:11
966,2992,1,20/09/1997 6:11
969,94,2,20/09/1997 6:11
969,75,2,20/09/1997 6:11
969,3485,2,20/09/1997 6:11
969,98,2,20/09/1997 6:11
969,3275,1,20/09/1997 6:11
969,3168,1,20/09/1997 6:11
969,181,1,20/09/1997 6:11
969,150,2,20/09/1997 6:11
970,1025,1,20/09/1997 6:11
972,94,2,20/09/1997 6:11
972,84,2,20/09/1997 6:11
974,3275,1,20/09/1997 6:11
980,3168,1,20/09/1997 6:11
982,75,2,20/09/1997 6:11
982,3485,1,20/09/1997 6:11
982,2969,1,20/09/1997 6:11
983,75,2,20/09/1997 6:11
983,3482,1,20/09/1997 6:11
983,3485,2,20/09/1997 6:11
983,3470,1,20/09/1997 6:11
983,3481,2,20/09/1997 6:11
983,145,2,20/09/1997 6:11
983,3514,2,20/09/1997 6:11
983,3484,2,20/09/1997 6:11
983,3025,2,20/09/1997 6:11
983,112,2,20/09/1997 6:11
983,3029,2,20/09/1997 6:11
983,3063,2,20/09/1997 6:11
983,3165,2,20/09/1997 6:11
983,3055,2,20/09/1997 6:11
983,3057,2,20/09/1997 6:11
984,3171,1,20/09/1997 6:11
985,3514,2,20/09/1997 6:11
989,3168,1,20/09/1997 6:11
995,3470,1,20/09/1997 6:11
998,1435,2,20/09/1997 6:11
1002,2992,2,20/09/1997 6:11
1007,107,1,20/09/1997 6:11
1010,91,2,20/09/1997 6:11
1013,75,2,20/09/1997 6:11
1014,172,1,20/09/1997 6:11
1016,151,1,20/09/1997 6:11
1017,91,1,20/09/1997 6:11
1020,172,2,20/09/1997 6:11
1021,91,1,20/09/1997 6:11
1021,94,1,20/09/1997 6:11
1021,167,1,20/09/1997 6:11
1021,115,1,20/09/1997 6:11
1021,2813,1,20/09/1997 6:11
1022,172,1,20/09/1997 6:11
1022,107,1,20/09/1997 6:11
1026,97,1,20/09/1997 6:11
1026,3485,1,20/09/1997 6:11
1029,94,2,20/09/1997 6:11
1034,91,2,20/09/1997 6:11
1035,97,2,20/09/1997 6:11
1036,3275,1,20/09/1997 6:11
1039,94,1,20/09/1997 6:11
1040,173,1,20/09/1997 6:11
1042,91,1,20/09/1997 6:11
1042,94,1,20/09/1997 6:11
1042,151,1,20/09/1997 6:11
1042,167,2,20/09/1997 6:11
1042,83,1,20/09/1997 6:11
1046,94,2,20/09/1997 6:11
1046,75,2,20/09/1997 6:11
1046,151,2,20/09/1997 6:11
1046,115,1,20/09/1997 6:11
